region_code,region_name,state_name,population_hhri_2022,population_age_2024,area_sqkm,population_density_per_sqkm,hhri,hhri_quintile,exposure_index,exposure_quintile,vulnerability_index,vulnerability_quintile,housing_index,health_status_index,adaptive_capacity_index,ses_index,household_composition_index,language_culture_index,cool_places_index,social_connectedness_index,health_access_index,pct_children_0_14_2024,pct_working_age_15_64_2024,pct_65_plus_2024,median_age_2024,sex_ratio_2024,seifa_irsd_score,seifa_irsd_decile,seifa_irsad_score,seifa_irsad_decile,custom_simple_score,chart_status
125021712,Carlingford - West,New South Wales,19532.0,20603.0,6.0167,3246.297804444297,0.138,1.0,0.155,1.0,0.414,3.0,0.863,0.151,0.681,0.394,0.191,0.671,0.601,0.362,0.792,20.4,63.8,15.8,38.8,99.6,1043.0,7.0,1084.0,9.0,0.38,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031479,Chester Hill - Sefton,New South Wales,20994.0,21694.0,7.2676,2888.711541636854,0.717,4.0,0.463,3.0,0.754,4.0,0.839,0.187,0.349,0.953,0.683,0.577,0.22,0.374,0.755,20.6,65.6,13.8,34.5,104.6,855.0,1.0,918.0,2.0,0.579,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031480,Fairfield - East,New South Wales,15752.0,16206.0,5.7115,2757.944497942747,0.697,4.0,0.357,2.0,0.897,5.0,0.903,0.501,0.421,0.987,0.84,0.618,0.417,0.295,0.739,18.9,65.4,15.6,35.2,104.7,785.0,1.0,861.0,1.0,0.647,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031481,Granville - Clyde,New South Wales,23605.0,24966.0,5.6086,4208.715187390792,0.58,3.0,0.175,1.0,0.748,4.0,0.959,0.11,0.298,0.91,0.346,0.902,0.573,0.032,0.672,16.8,72.5,10.8,32.1,112.7,867.0,1.0,932.0,3.0,0.539,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031483,Guildford - South Granville,New South Wales,22526.0,23787.0,6.7962,3314.499279008858,0.582,3.0,0.156,1.0,0.862,5.0,0.899,0.262,0.388,0.983,0.783,0.71,0.545,0.225,0.64,23.3,64.6,12.1,31.7,104.0,801.0,1.0,880.0,1.0,0.558,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031484,Guildford West - Merrylands West,New South Wales,23263.0,24554.0,5.4654,4256.413071321404,0.763,4.0,0.326,2.0,0.862,5.0,0.913,0.267,0.234,0.938,0.746,0.773,0.255,0.195,0.745,21.2,66.6,12.2,33.2,103.3,876.0,1.0,930.0,3.0,0.627,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031486,Smithfield Industrial,New South Wales,,13.0,4.3017,,,,,,,,,,,,,,,,,0.0,92.3,7.7,46.5,333.3,,,,,,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031487,Yennora Industrial,New South Wales,,13.0,2.0787,,,,,,,,,,,,,,,,,0.0,76.9,23.1,48.0,333.3,,,,,,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031713,Greystanes - South,New South Wales,16475.0,16921.0,5.6504,2915.722780688093,0.444,3.0,0.911,5.0,0.462,3.0,0.418,0.39,0.959,0.686,0.496,0.41,0.731,0.734,0.765,20.2,61.0,18.8,39.3,97.7,1009.0,5.0,1013.0,6.0,0.444,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031714,Merrylands - Holroyd,New South Wales,24057.0,25807.0,4.9525,4857.546693589096,0.647,4.0,0.164,1.0,0.823,5.0,0.973,0.133,0.241,0.918,0.668,0.797,0.338,0.057,0.81,20.0,68.1,11.9,33.7,106.1,884.0,1.0,942.0,3.0,0.57,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031715,Pemulwuy - Greystanes (North),New South Wales,10951.0,11060.0,7.3982,1480.224919575032,0.102,1.0,0.459,3.0,0.263,2.0,0.498,0.231,0.941,0.433,0.356,0.318,0.732,0.715,0.715,20.8,64.5,14.6,38.6,96.6,1047.0,7.0,1067.0,8.0,0.302,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125031716,South Wentworthville,New South Wales,7400.0,7629.0,1.7661,4190.023214993488,0.476,3.0,0.239,2.0,0.68,4.0,0.856,0.255,0.457,0.789,0.51,0.6,0.338,0.357,0.792,20.1,67.4,12.5,34.8,101.0,957.0,3.0,990.0,5.0,0.515,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041489,North Parramatta,New South Wales,22886.0,23626.0,7.0608,3241.275776116021,0.157,1.0,0.056,1.0,0.708,4.0,0.98,0.187,0.84,0.502,0.519,0.896,0.981,0.034,0.932,14.8,73.5,11.6,35.4,101.2,1007.0,5.0,1043.0,7.0,0.418,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041490,North Rocks,New South Wales,8467.0,8692.0,5.3762,1574.904207432759,0.121,1.0,0.64,4.0,0.173,1.0,0.356,0.458,0.97,0.129,0.153,0.411,0.78,0.91,0.58,19.4,61.4,19.2,41.3,98.1,1092.0,10.0,1120.0,10.0,0.331,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041491,Northmead,New South Wales,20367.0,21706.0,5.9331,3432.775446225414,0.252,2.0,0.113,1.0,0.532,3.0,0.97,0.089,0.556,0.344,0.332,0.851,0.716,0.047,0.841,18.2,70.6,11.2,34.2,100.2,1037.0,7.0,1061.0,8.0,0.43,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041493,Toongabbie - Constitution Hill,New South Wales,23035.0,23836.0,7.4795,3079.751320275419,0.606,4.0,0.466,3.0,0.669,4.0,0.728,0.455,0.46,0.578,0.407,0.806,0.299,0.456,0.734,17.5,65.5,17.0,38.5,101.0,1020.0,6.0,1036.0,7.0,0.572,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041494,Winston Hills,New South Wales,11056.0,11207.0,4.3479,2542.83677177488,0.297,2.0,0.905,5.0,0.169,1.0,0.069,0.545,0.899,0.185,0.32,0.375,0.425,0.896,0.736,20.2,61.4,18.4,40.9,97.0,1083.0,9.0,1098.0,9.0,0.358,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041588,Pendle Hill - Girraween,New South Wales,13797.0,14328.0,4.4615,3092.457693600807,0.477,3.0,0.24,2.0,0.619,4.0,0.927,0.202,0.392,0.676,0.24,0.773,0.583,0.126,0.708,20.9,66.7,12.4,37.1,103.8,996.0,5.0,1026.0,7.0,0.519,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041589,Wentworthville - Westmead,New South Wales,22109.0,23666.0,3.9355,5617.837631812984,0.31,2.0,0.042,1.0,0.571,3.0,0.985,0.113,0.417,0.534,0.194,0.87,0.473,0.026,0.947,19.4,71.8,8.8,33.7,108.0,1004.0,5.0,1040.0,7.0,0.459,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041717,Parramatta - North,New South Wales,12406.0,14413.0,2.2343,5552.522042697936,0.067,1.0,0.011,1.0,0.414,3.0,0.999,0.021,0.755,0.305,0.132,0.816,0.915,0.012,0.914,13.8,81.6,4.6,31.6,111.6,1018.0,6.0,1087.0,9.0,0.338,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041718,Parramatta - South,New South Wales,9766.0,11111.0,1.3881,7035.51617318637,0.148,1.0,0.105,1.0,0.559,3.0,0.997,0.06,0.758,0.602,0.104,0.899,0.915,0.014,0.917,14.5,78.8,6.7,31.3,116.7,962.0,3.0,1017.0,6.0,0.393,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
125041719,Rosehill - Harris Park,New South Wales,8887.0,10077.0,4.8739,1823.385789614067,0.165,1.0,0.129,1.0,0.548,3.0,0.998,0.069,0.74,0.485,0.219,0.861,0.915,0.016,0.894,14.4,77.2,8.5,31.5,120.7,963.0,3.0,997.0,5.0,0.401,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126011496,Pennant Hills - Cheltenham,New South Wales,21785.0,22147.0,13.2936,1638.758500330986,0.007,1.0,0.134,1.0,0.122,1.0,0.32,0.365,0.98,0.18,0.082,0.332,0.683,0.884,0.759,18.8,61.1,20.1,43.0,92.8,1103.0,10.0,1146.0,10.0,0.192,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126011720,Epping (East) - North Epping,New South Wales,14839.0,15616.0,4.3922,3378.489139838805,0.089,1.0,0.02,1.0,0.301,2.0,0.907,0.086,0.582,0.191,0.06,0.732,0.568,0.215,0.853,16.6,69.2,14.2,36.7,97.0,1081.0,9.0,1131.0,10.0,0.346,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126011721,Epping (NSW) - West,New South Wales,18674.0,19616.0,4.4886,4160.317248139731,0.19,1.0,0.038,1.0,0.351,2.0,0.923,0.085,0.404,0.332,0.058,0.699,0.568,0.19,0.675,17.0,68.8,14.3,36.8,97.9,1061.0,8.0,1115.0,10.0,0.399,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021498,Gladesville - Huntleys Point,New South Wales,15498.0,16053.0,4.7162,3286.120181502057,0.023,1.0,0.068,1.0,0.212,2.0,0.643,0.174,0.831,0.173,0.362,0.324,0.777,0.301,0.851,16.1,66.6,17.3,40.1,92.8,1086.0,10.0,1131.0,10.0,0.253,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021499,Hunters Hill - Woolwich,New South Wales,9654.0,10143.0,4.1512,2325.592599730198,0.0,1.0,0.047,1.0,0.082,1.0,0.224,0.286,0.996,0.088,0.213,0.236,0.743,0.86,0.859,16.7,60.5,22.8,44.3,99.3,1111.0,10.0,1165.0,10.0,0.129,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021500,Macquarie Park - Marsfield,New South Wales,24809.0,28025.0,10.6718,2324.724976105249,0.264,2.0,0.201,2.0,0.602,4.0,0.964,0.172,0.699,0.421,0.387,0.834,0.919,0.045,0.811,11.7,76.4,11.9,32.3,96.7,1043.0,7.0,1090.0,9.0,0.448,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021501,North Ryde - East Ryde,New South Wales,15676.0,16263.0,6.2231,2519.001783676946,0.046,1.0,0.046,1.0,0.312,2.0,0.798,0.156,0.771,0.293,0.178,0.575,0.855,0.191,0.813,16.6,67.6,15.9,38.7,100.9,1076.0,9.0,1121.0,10.0,0.308,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021503,West Ryde - Meadowbank,New South Wales,20262.0,21827.0,4.7923,4228.032468751956,0.303,2.0,0.066,1.0,0.49,3.0,0.947,0.146,0.37,0.371,0.313,0.685,0.43,0.059,0.896,14.2,72.9,12.9,35.8,99.8,1049.0,8.0,1090.0,9.0,0.456,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021590,Putney,New South Wales,4160.0,4181.0,1.5194,2737.922864288535,0.003,1.0,0.171,1.0,0.042,1.0,0.101,0.342,0.991,0.11,0.035,0.225,0.578,0.865,0.962,15.9,63.8,20.4,43.2,95.2,1113.0,10.0,1152.0,10.0,0.133,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021722,Denistone,New South Wales,6963.0,7143.0,2.5272,2755.223171889838,0.008,1.0,0.134,1.0,0.132,1.0,0.419,0.188,0.975,0.236,0.075,0.4,0.489,0.857,0.949,16.4,63.1,20.5,42.4,98.3,1087.0,10.0,1123.0,10.0,0.18,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021723,Eastwood,New South Wales,19098.0,20024.0,5.293,3608.161723030417,0.227,2.0,0.045,1.0,0.462,3.0,0.886,0.166,0.452,0.498,0.173,0.677,0.489,0.123,0.868,14.0,68.6,17.5,38.1,100.3,1028.0,6.0,1084.0,9.0,0.421,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021724,Ryde - North,New South Wales,20462.0,21507.0,5.7098,3583.66317559284,0.242,2.0,0.082,1.0,0.586,3.0,0.897,0.248,0.592,0.503,0.443,0.645,0.614,0.155,0.874,15.3,68.5,16.2,38.5,95.6,1037.0,7.0,1072.0,8.0,0.444,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
126021725,Ryde - South,New South Wales,12337.0,13038.0,1.5584,7916.452772073922,0.138,1.0,0.027,1.0,0.425,3.0,0.975,0.064,0.566,0.202,0.311,0.752,0.614,0.045,0.957,15.5,73.7,10.8,35.1,94.6,1059.0,8.0,1107.0,9.0,0.385,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011504,Ashcroft - Busby - Miller,New South Wales,18007.0,18224.0,5.463,3296.174263225334,0.776,4.0,0.664,4.0,0.971,5.0,0.83,0.639,0.653,0.992,0.89,0.902,0.657,0.323,0.737,23.8,63.4,12.8,32.8,99.5,705.0,1.0,778.0,1.0,0.69,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011505,Austral - Greendale,New South Wales,14505.0,19432.0,110.715,131.0120579867227,0.812,5.0,0.691,4.0,0.406,3.0,0.692,0.121,0.039,0.549,0.255,0.639,0.478,0.113,0.107,25.5,65.0,9.5,32.0,100.3,995.0,5.0,1009.0,6.0,0.574,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011592,Badgerys Creek,New South Wales,23.0,23.0,17.5774,1.308498412734534,0.748,4.0,0.858,5.0,0.076,1.0,0.488,0.23,0.011,0.27,0.022,0.0,0.179,0.159,0.049,13.0,52.2,34.8,46.5,109.1,1095.0,10.0,1072.0,8.0,0.528,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011593,Cecil Hills,New South Wales,6854.0,6848.0,3.7478,1828.806232990021,0.03,1.0,0.238,2.0,0.217,2.0,0.372,0.232,0.961,0.751,0.108,0.232,0.952,0.809,0.474,15.4,70.2,14.4,38.6,102.1,991.0,4.0,1022.0,7.0,0.22,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011594,Green Valley,New South Wales,12770.0,12800.0,3.2145,3972.624047285736,0.5,3.0,0.496,3.0,0.634,4.0,0.693,0.213,0.626,0.915,0.515,0.536,0.419,0.679,0.589,17.8,67.4,14.8,37.5,99.5,884.0,1.0,925.0,2.0,0.482,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011595,Hinchinbrook,New South Wales,12982.0,13035.0,5.225,2484.593301435407,0.118,1.0,0.204,2.0,0.484,3.0,0.553,0.167,0.856,0.783,0.392,0.554,0.829,0.724,0.42,20.1,67.8,12.1,35.8,97.7,945.0,2.0,976.0,5.0,0.31,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011596,Hoxton Park - Carnes Hill - Horningsea Park,New South Wales,13536.0,14031.0,4.1265,3280.261723009814,0.242,2.0,0.522,3.0,0.387,2.0,0.563,0.123,0.833,0.703,0.315,0.505,0.577,0.684,0.673,22.5,68.2,9.4,34.1,99.0,977.0,4.0,1006.0,6.0,0.352,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011597,West Hoxton - Middleton Grange,New South Wales,17330.0,17840.0,9.2627,1870.944756928325,0.282,2.0,0.307,2.0,0.248,2.0,0.529,0.078,0.41,0.527,0.279,0.381,0.411,0.743,0.287,22.7,69.0,8.4,33.7,98.8,1003.0,5.0,1033.0,7.0,0.35,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011726,Cobbitty - Bringelly,New South Wales,4981.0,5773.0,73.8658,67.4331016519147,0.365,2.0,0.252,2.0,0.227,2.0,0.377,0.388,0.182,0.17,0.272,0.53,0.431,0.472,0.222,22.4,62.7,15.0,34.5,96.5,1065.0,9.0,1071.0,8.0,0.412,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011727,Gledswood Hills - Gregory Hills,New South Wales,16527.0,19400.0,8.7234,1894.559460760713,0.144,1.0,0.036,1.0,0.134,1.0,0.467,0.047,0.274,0.081,0.121,0.612,0.431,0.194,0.626,28.3,66.6,5.1,31.8,98.3,1060.0,8.0,1085.0,9.0,0.282,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011728,Leppington - Catherine Field,New South Wales,14567.0,19426.0,36.3552,400.6854590264941,0.518,3.0,0.335,2.0,0.25,2.0,0.544,0.106,0.05,0.441,0.128,0.581,0.437,0.171,0.165,26.4,64.1,9.5,32.7,100.4,1035.0,7.0,1055.0,8.0,0.437,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127011729,Oran Park,New South Wales,20595.0,24055.0,13.2477,1554.609479381327,0.333,2.0,0.017,1.0,0.337,2.0,0.747,0.063,0.109,0.209,0.241,0.807,0.431,0.158,0.402,29.4,65.2,5.4,31.1,99.5,1035.0,7.0,1062.0,8.0,0.411,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021509,Bonnyrigg Heights - Bonnyrigg,New South Wales,17122.0,17421.0,5.1887,3299.863164183707,0.433,3.0,0.395,2.0,0.736,4.0,0.735,0.36,0.738,0.954,0.568,0.561,0.666,0.572,0.585,17.0,66.2,16.9,38.2,95.9,843.0,1.0,902.0,2.0,0.498,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021510,Bossley Park - Abbotsbury,New South Wales,19398.0,19723.0,9.5147,2038.740054862476,0.538,3.0,0.602,4.0,0.729,4.0,0.659,0.575,0.769,0.87,0.348,0.696,0.53,0.691,0.636,16.5,63.5,20.0,41.1,98.7,922.0,2.0,961.0,4.0,0.559,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021511,Cabramatta - Lansvale,New South Wales,23664.0,24373.0,7.5964,3115.159812542784,0.361,2.0,0.308,2.0,0.792,4.0,0.956,0.245,0.808,0.984,0.584,0.615,0.809,0.233,0.855,13.6,68.7,17.8,40.3,99.1,737.0,1.0,832.0,1.0,0.499,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021512,Cabramatta West - Mount Pritchard,New South Wales,18119.0,18536.0,5.3429,3391.229482116453,0.886,5.0,0.751,4.0,0.808,5.0,0.814,0.289,0.315,0.968,0.658,0.71,0.257,0.388,0.667,17.9,66.2,15.9,38.0,99.9,815.0,1.0,878.0,1.0,0.669,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021513,Canley Vale - Canley Heights,New South Wales,22073.0,22465.0,5.4161,4075.441738520337,0.539,3.0,0.292,2.0,0.789,4.0,0.894,0.284,0.517,0.98,0.577,0.64,0.551,0.288,0.711,16.0,68.1,15.9,38.5,98.1,778.0,1.0,864.0,1.0,0.548,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021514,Edensor Park,New South Wales,10184.0,10192.0,3.0955,3289.937005330318,0.324,2.0,0.438,3.0,0.639,4.0,0.638,0.322,0.851,0.906,0.427,0.591,0.521,0.716,0.726,16.7,64.7,18.6,39.5,93.9,898.0,1.0,942.0,3.0,0.437,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021515,Fairfield,New South Wales,17942.0,19044.0,4.2304,4241.206505295007,0.69,4.0,0.167,1.0,0.934,5.0,0.987,0.493,0.279,0.993,0.686,0.867,0.204,0.221,0.829,15.6,66.5,17.9,39.8,98.5,721.0,1.0,828.0,1.0,0.66,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021516,Fairfield - West,New South Wales,21320.0,22025.0,4.6915,4544.38878823404,0.775,4.0,0.642,4.0,0.884,5.0,0.927,0.398,0.546,0.985,0.611,0.845,0.466,0.455,0.669,18.4,65.7,15.9,37.0,97.1,785.0,1.0,868.0,1.0,0.661,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021517,Greenfield Park - Prairiewood,New South Wales,8698.0,8796.0,3.6367,2391.728765089229,0.464,3.0,0.605,4.0,0.761,4.0,0.777,0.392,0.924,0.969,0.551,0.573,0.729,0.648,0.742,15.9,64.0,20.1,40.5,99.6,849.0,1.0,911.0,2.0,0.522,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021518,Horsley Park - Kemps Creek,New South Wales,4254.0,4193.0,56.2773,75.58998032954673,0.406,3.0,0.511,3.0,0.316,2.0,0.332,0.623,0.472,0.493,0.234,0.332,0.466,0.814,0.229,15.1,63.3,21.6,44.5,103.3,1028.0,6.0,1036.0,7.0,0.462,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021519,Smithfield - Wetherill Park,New South Wales,19426.0,20128.0,6.6123,2937.858233897433,0.728,4.0,0.569,3.0,0.933,5.0,0.86,0.554,0.616,0.974,0.774,0.859,0.385,0.48,0.807,18.5,62.6,18.9,38.4,97.8,837.0,1.0,894.0,2.0,0.66,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021520,St Johns Park - Wakeley,New South Wales,11050.0,11178.0,3.6111,3060.009415413586,0.476,3.0,0.641,4.0,0.707,4.0,0.58,0.537,0.884,0.949,0.562,0.45,0.634,0.675,0.717,15.7,61.7,22.6,41.8,95.7,874.0,1.0,926.0,3.0,0.516,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127021521,Wetherill Park Industrial,New South Wales,,39.0,8.5567,,,,,,,,,,,,,,,,,10.3,74.4,15.4,59.2,160.0,,,,,,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031522,Casula,New South Wales,16483.0,16801.0,7.072,2330.740950226244,0.252,2.0,0.242,2.0,0.713,4.0,0.742,0.342,0.865,0.863,0.619,0.53,0.785,0.537,0.664,20.8,64.7,14.4,35.9,97.8,936.0,2.0,969.0,4.0,0.435,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031523,Chipping Norton - Moorebank,New South Wales,20979.0,21851.0,14.4902,1447.806103435425,0.175,1.0,0.483,3.0,0.428,3.0,0.501,0.341,0.952,0.543,0.44,0.491,0.836,0.682,0.686,21.8,63.5,14.7,37.0,99.8,1019.0,6.0,1036.0,7.0,0.36,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031524,Holsworthy - Wattle Grove,New South Wales,21005.0,21269.0,73.7001,285.0063975489857,0.054,1.0,0.133,1.0,0.193,1.0,0.551,0.181,0.697,0.173,0.197,0.493,0.542,0.725,0.507,21.0,66.8,12.2,36.1,103.8,1064.0,8.0,1068.0,8.0,0.272,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031599,Lurnea - Cartwright,New South Wales,12816.0,13522.0,3.4665,3697.100822154911,0.772,4.0,0.505,3.0,0.954,5.0,0.853,0.551,0.485,0.987,0.882,0.88,0.632,0.26,0.63,23.6,63.4,13.0,32.9,101.5,770.0,1.0,835.0,1.0,0.676,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031601,Warwick Farm,New South Wales,5952.0,6482.0,4.6501,1279.972473710243,0.482,3.0,0.367,2.0,0.965,5.0,0.991,0.375,0.855,0.963,0.94,0.949,0.955,0.029,0.988,17.3,69.8,12.9,35.7,104.4,803.0,1.0,862.0,1.0,0.569,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031730,Edmondson Park,New South Wales,14236.0,16918.0,6.0563,2350.610108482077,0.314,2.0,0.007,1.0,0.224,2.0,0.791,0.033,0.027,0.222,0.091,0.586,0.149,0.114,0.348,24.5,70.2,5.3,31.9,101.5,1047.0,7.0,1095.0,9.0,0.406,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031731,Liverpool - East,New South Wales,18597.0,20362.0,2.2601,8228.396973585239,0.348,2.0,0.159,1.0,0.878,5.0,0.998,0.09,0.765,0.855,0.853,0.93,0.847,0.016,0.99,17.7,71.9,10.4,33.7,100.5,849.0,1.0,905.0,2.0,0.472,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031732,Liverpool - West,New South Wales,13701.0,14883.0,4.0583,3376.044156420176,0.454,3.0,0.286,2.0,0.965,5.0,0.961,0.533,0.823,0.985,0.875,0.867,0.847,0.178,0.891,19.5,64.6,15.9,35.1,99.3,795.0,1.0,867.0,1.0,0.584,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
127031733,Prestons,New South Wales,15628.0,15535.0,9.2311,1692.97266847938,0.426,3.0,0.54,3.0,0.3,2.0,0.459,0.186,0.457,0.614,0.23,0.483,0.149,0.785,0.553,19.7,69.2,11.1,35.5,98.8,995.0,5.0,1017.0,6.0,0.406,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
128011529,Gymea - Grays Point,New South Wales,18184.0,18647.0,5.7978,3136.362068370761,0.067,1.0,0.489,3.0,0.098,1.0,0.233,0.372,0.92,0.13,0.204,0.207,0.615,0.789,0.703,19.2,62.9,17.9,41.0,97.0,1093.0,10.0,1107.0,9.0,0.254,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
128011530,Miranda - Yowie Bay,New South Wales,21244.0,22406.0,5.9968,3542.556029882604,0.398,2.0,0.258,2.0,0.634,4.0,0.713,0.609,0.549,0.33,0.739,0.481,0.459,0.2,0.936,16.5,63.7,19.8,40.2,94.5,1046.0,7.0,1061.0,8.0,0.533,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
128011531,Sylvania - Taren Point,New South Wales,16417.0,16532.0,6.0595,2709.299447149105,0.183,1.0,0.392,2.0,0.298,2.0,0.168,0.696,0.72,0.333,0.489,0.283,0.406,0.661,0.731,15.5,58.8,25.7,46.3,94.3,1065.0,9.0,1077.0,9.0,0.367,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
128011602,Caringbah,New South Wales,13055.0,13761.0,3.9959,3267.098776245652,0.455,3.0,0.253,2.0,0.58,3.0,0.788,0.442,0.403,0.249,0.753,0.49,0.449,0.105,0.878,17.8,66.6,15.7,37.7,95.9,1042.0,7.0,1054.0,8.0,0.532,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
128011603,Caringbah South,New South Wales,13040.0,13506.0,4.0699,3204.009926533822,0.111,1.0,0.174,1.0,0.054,1.0,0.062,0.323,0.422,0.114,0.202,0.189,0.142,0.801,0.509,20.3,59.2,20.4,41.9,97.1,1104.0,10.0,1124.0,10.0,0.238,"Ready: HHRI + ABS age + SEIFA joined; raw renter/overcrowding not included, use housing_index"
